Nome: PELOTAS
Codigo Estacao: 83985
Latitude: -31.78333333
Longitude: -52.41666666
Altitude: 13
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2011-03-31;5;234.7;5;144.4;1013.7;26.8;21.5;17.2;79.8;7.6;3.6;
2011-04-30;5;203.9;4.5;99.7;1013.7;24.7;18.5;14.1;84.4;6.6;2.4;
2011-05-31;23;199.1;4.8;118.4;1017.4;21;15;11.1;84.9;6.6;2.5;
2011-06-30;23;150.1;5.9;116.2;1015.4;17.7;12.4;8.7;84.6;8.6;2.9;
2011-07-31;23;144.2;6.3;71;1017.1;16.3;11.2;7.5;85.6;8;2.8;
2011-08-31;5;158.8;6.5;114.2;1015.9;17;12.5;9.2;86.4;9.5;3.8;
2011-09-30;5;199.6;5.4;59.5;1018.6;20;14.4;10.1;81.7;8.3;3.4;
2011-10-31;5;187;6.2;91.5;1012.7;22.2;17.4;13.5;81.1;9.6;3.8;
2011-11-30;5;281.3;5;51.3;1013.5;25.3;19.8;15.1;76.2;8.6;3.9;
2011-12-31;5;254;6;52.3;1010.9;26;20.6;16.2;79;8;3.5;
2012-01-31;5;289.8;4.8;84;1011.6;28.4;22.7;17.9;78.3;7.6;3.4;
2012-02-29;5;209.6;5.8;136.6;1009.7;29.9;24.2;20.2;81.8;5.6;2.6;
2012-03-31;5;259.2;4.6;83.5;1012.6;28.1;21.5;16.6;80.9;8.3;2.8;
2012-04-30;23;198.2;4.8;52.6;1013.8;23.7;17.4;12.8;81.9;6;2.6;
2012-05-31;5;218.4;5;5.1;1017.1;23.9;16.8;12.2;84;6.6;2.4;
2012-06-30;23;171.1;5.1;78.4;1016;19.5;12.3;7.3;81.9;7.5;2.5;
2012-07-31;23;192.9;4.6;113.3;1017.6;16.8;10.4;5.6;81.4;6.6;2.7;
2012-08-31;5;195.3;6.3;128.3;1018.3;22.9;16.8;12.6;84;6;2.9;
2012-09-30;null;167.6;6.2;115.3;1016.3;21.3;16.2;12.3;81.2;8;null;
2012-10-31;null;160.8;7.2;106.5;1011.6;23.6;19.2;15.9;81.2;9;null;
2012-11-30;5;280.8;4.7;52.1;1012.3;27;21.3;16.6;75.9;7;3.4;
2012-12-31;5;257.1;5.1;133.4;1007.9;29.3;23.6;18.7;75.1;7.1;3.2;
2013-01-31;14;299.7;5;110.9;1012.6;27.5;22.3;17.5;76.5;8.3;3.4;
2013-02-28;14;220.7;5.7;177.3;1010.9;28;22.8;19.1;80.9;8.1;3.1;
2013-03-31;14;234.5;5.5;27.6;1014;25.8;19.7;15.2;80.4;8.6;2.8;
2013-04-30;23;216.3;4.6;147.4;1014.6;24.5;18.3;13.8;82.3;9.1;2.7;
2013-05-31;23;162.7;6.2;84.1;1014.6;20.6;14.6;10.6;85;6.3;2.4;
2013-06-30;23;179.9;5.4;75.8;1015.8;18.4;12.5;8;84.7;8.6;2.4;
2013-07-31;5;181.3;5.4;56.6;1018.4;17.8;11.6;7.2;83.7;8.3;2.4;
2013-08-31;23;155.1;6;95.3;1018.4;17.1;11.3;7;83.7;6.3;2.7;
2013-09-30;5;159.3;6.5;133;1015.5;21.1;15.7;11.5;83.3;7.8;2.9;
2013-10-31;5;223.3;5.5;214.7;1015;22.1;18.3;13.5;81;9.3;3.5;
2013-11-30;5;237.7;5.2;136.3;1011.5;24.9;21.1;16.9;80.1;8.1;3.9;
2013-12-31;5;313.2;4.4;74;1009.1;29.2;24.5;18.9;75.2;7.5;3.4;
2014-01-31;5;237.6;5.8;182.6;1010.3;30.5;24.8;20.6;79.5;7.6;2.9;
2014-02-28;5;202.8;6.5;220.6;1011.5;29;24.2;20.9;83;8.3;3;
2014-03-31;23;233;5.2;146.3;1012.3;26.2;21.1;17.2;83.8;6.6;2.9;
2014-04-30;23;194.9;5.5;100.6;1015.5;24.2;18.9;15.1;85.2;8.3;2.9;
2014-05-31;23;159.9;6.3;62.2;1015.7;20.4;14.8;10.8;88.7;7.3;2.1;
2014-06-30;23;128.9;6.3;141.3;1016.2;18.2;13.3;9.6;89.2;6.6;2.5;
2014-07-31;5;163.8;6.4;207.2;1018.8;18.9;13.9;10.5;88.4;9.5;2.8;
2014-08-31;5;191;5.7;82.9;1016.5;20;14;9.5;84.6;8.8;2.7;
2014-09-30;5;139;7.3;135.6;1014.1;21.1;16.7;12.9;84.6;9.1;3.2;
2014-10-31;5;195.1;6.9;254.3;1014.7;23.9;19.4;15.8;82.9;9.6;3.2;
2014-11-30;5;247.3;5.3;104;1011.8;26.4;21.2;16.8;77.3;7.5;3.3;
2014-12-31;5;228.3;6.2;138.2;1010.4;27.9;22.5;18.9;78.8;9.6;2.8;
2015-01-31;5;252.8;5.6;234;1011.8;29.1;24;20.1;80.1;6.1;2.8;
2015-02-28;14;224.9;6.4;91.9;1011.9;27.9;23.5;20.3;82.2;6.6;2.9;
2015-03-31;23;230.8;5.6;105.1;1013.5;27.6;22.1;18;82.5;5.3;2.7;
2015-04-30;14;238.4;4.3;36;1015.5;25.7;18.9;13.9;81.7;6.3;2.2;
2015-05-31;5;166;6.1;145.7;1016.9;22;16.3;12.5;86.4;7.3;2;
2015-06-30;5;169.8;5.6;140.7;1017.3;19.4;13.4;9.2;84.8;6.5;1.8;
2015-07-31;23;109.3;7.2;226.9;1016.8;18.3;13.5;10;89.5;5.6;2.3;
2015-08-31;5;137.9;7;105.7;1013.9;22.6;17.7;14;84;8.3;3.1;
2015-09-30;23;125.1;7.3;252.6;1013.6;19.7;15.2;11.6;82.7;9.1;2.8;
2015-10-31;5;139.5;7.6;199.1;1014.7;20.6;16.7;13.7;85.4;8.5;3.8;
2015-11-30;14;177.4;6.7;158.8;1012;23.1;19.1;15.8;81.4;7.1;3.4;
2015-12-31;5;206.2;6.5;156.9;1010.2;26.8;22.4;18.9;82.1;6.3;3.1;
2016-01-31;5;246.8;5.9;68;1011;29;23.9;19.8;79.6;6.6;3;
2016-02-29;5;273.2;5;91.8;1010.7;30.3;24.5;20.3;80.1;7.5;2.5;
2016-03-31;14;186.6;6.3;190.2;1014;25.7;20.9;17.4;86.1;10;2.5;
2016-04-30;23;78.5;7.6;249.2;1015.4;24.1;null;17.3;87.4;8.3;2.5;
2016-05-31;23;120.4;6.8;80.4;1018.4;18;13.8;10.7;87.3;6.6;2;
2016-06-30;23;160.3;5.9;17.2;1020.3;15.6;10.5;7.3;85.1;7.6;2.6;
2016-07-31;23;140.3;6.6;85.1;1016.3;17.4;12.3;8.7;86.9;7.1;2.7;
2016-08-31;23;171.8;6.2;144.2;1016;19.8;13.9;10.1;85.9;7.5;2.4;
2016-09-30;23;167.4;6.5;85;1017.3;18.8;14.1;10.6;85.4;10;3.5;
2016-10-31;5;155.2;6.4;84.6;1013.7;22.1;17.5;13.9;83.8;10.8;4;
2016-11-30;5;262.3;4.7;111.9;1012.6;25.2;19.6;14.6;77;8.6;2.9;
2016-12-31;5;260.3;5.1;91;1009.8;28.5;22.7;18.1;78.4;7.8;3;
2017-01-31;5;249.6;5.9;130.2;1010.6;28.9;23.9;19.7;82.4;6;2.4;
2017-02-28;5;199.2;6.1;122.8;1009.5;30.3;24.9;21;85.5;6.3;2.3;
2017-03-31;5;236.4;4.9;98.6;1013.7;27.1;21.7;17.4;84.3;7.5;2.9;
2017-04-30;5;176.3;5.3;66.1;1014.5;24.3;19;15.5;81.8;7.8;2.8;
2017-05-31;23;98.2;7.1;222.7;1015.3;21.3;16.7;13.4;90.1;10;2.6;
2017-06-30;5;167.2;5.6;97.7;1015.9;20.6;14.5;10.6;86.4;8.1;2.3;
2017-07-31;5;200.2;4.4;26.3;1020.5;21.6;14.8;10.2;83.9;7;2.4;
2017-08-31;5;207.6;5.1;199.9;1015.6;21.4;15.3;10.9;85.1;8.3;3;
2017-09-30;5;115.8;7.4;175.5;1016.5;22.6;18.3;15.3;87.6;8;3.2;
2017-10-31;5;183.2;6.3;180.3;1011.5;22.9;18.2;14.1;81.4;8.3;3.6;
2017-11-30;5;253.7;4.3;30.6;1011.2;25.3;19.1;13.7;75.1;8.8;3.1;
2017-12-31;5;227.6;5.7;50.8;1010.2;27.9;22.5;18.3;79.4;6.6;3.6;
2018-01-31;5;265.5;5;209.7;1010;29;23.7;19.5;79.2;6;3.2;
2018-02-28;5;252.8;4.5;60.6;1011.9;28.4;22.4;17.5;80.4;6.3;3.1;
2018-03-31;23;235.8;4.5;93.5;1010.8;27.3;20.7;15.9;83.9;7.1;2.5;
2018-04-30;5;194.1;5.3;93.5;1014.7;27.8;21.8;18;86.4;6.6;2.2;
2018-05-31;23;159;5.6;25;1016.1;22.1;16.4;12.7;86.4;6.3;2.5;
2018-06-30;23;146.4;5.6;100.4;1016.7;16.9;11.4;7.6;86.8;8.8;2.4;
2018-07-31;23;118.1;7.2;287.3;1017.3;17;12.5;9.3;88.3;7.3;2.7;
2018-08-31;23;154;6;84.1;1018;17.5;12.6;9.1;86.5;8.3;3.1;
2018-09-30;5;126.2;7.4;227.7;1014.8;21.8;17.5;14.4;87.6;8.3;3.5;
2018-10-31;5;232.5;4.9;117.3;1014.3;22.4;17.8;13.9;80.8;6.6;3.2;
2018-11-30;5;253.4;4.6;52.9;1011.9;26.3;21.2;16.7;77.7;10;3.7;
2018-12-31;5;246.6;4.9;44.7;1011;28;22.2;17.8;76.6;7;3.5;
2019-01-31;5;164.7;6.8;266;1010.7;29.3;24.6;21;84.5;6.6;3;
2019-02-28;23;205.2;5.1;75.7;1011.5;28.5;23.2;19;82;11.3;2.6;
2019-03-31;5;203.7;5.1;24.5;1013.9;27;21.3;17;82.2;7.1;2.8;
2019-04-30;23;165.1;5.8;85.6;1013.6;25.3;19.6;15.7;87.3;7.5;2.4;
2019-05-31;23;126.1;6.5;87.9;1014.9;22.2;17.3;13.9;90.5;6.6;2.4;
2019-06-30;5;160.1;5.2;39.2;1015.6;22.7;16.2;11.9;87.2;6.5;2.2;
2019-07-31;23;179.7;5;130.8;1017.6;17.2;11.5;7.6;87.3;9.6;2.6;
2019-08-31;23;182.3;5.1;103;1019.7;18.7;12.9;8.5;86.1;8.1;2.9;
2019-09-30;5;205.9;4.6;147.8;1016.6;20;14.7;10.4;83;6.8;2.8;
2019-10-31;14;167.8;6.5;264.9;1013.8;23.3;18.5;14.6;85;7.1;3.1;
2019-11-30;5;221.9;5.4;101.7;1012;25.4;21.1;17.3;79.1;7.8;3.3;
2019-12-31;5;292.4;3.5;38.3;1010;28.9;null;17;null;8;3.1;
2020-01-31;5;267.8;5.5;38.5;1009.7;29.3;23.6;19.1;80;6.3;3.4;
2020-02-29;5;267.4;4.7;32.2;1012.1;29.4;23.2;18.5;76.2;8;3.5;
2020-03-31;5;236;5;38.8;1013.7;29.3;22.9;18.3;81.5;6.6;3.1;
2020-04-30;14;184.7;5.3;101.8;1014.7;24.8;18.6;14.6;80.4;9.5;3.7;
2020-05-31;32;198.8;4.6;91.1;1014;21.8;15.1;10.4;81.7;8.6;2.9;
2020-06-30;23;110.2;6.9;202.5;1014.1;19.3;null;10.3;null;6.5;2.4;
2020-07-31;32;200.7;4.7;102.1;1015.5;17.6;null;7.3;null;6.6;2.7;
2020-08-31;23;178.3;4.9;49.4;1017;20;null;9.1;null;6.8;2.3;
2020-09-30;5;140.4;6.3;179.8;1015.9;19;null;10.7;null;7;2.8;
2020-10-31;14;167.3;6.5;122.1;1013.5;22.5;null;13.5;null;8.3;3.5;
2020-11-30;14;230.1;5.1;29.1;1014.4;24.9;19.8;15.5;79.6;7.8;3.3;
2020-12-31;5;262.1;5.4;139.3;1011;26.9;22.1;18;79.1;9.5;3.5;
2021-01-31;5;257.5;5.7;223.3;1009.8;29.3;null;19.7;null;7;3;
2021-02-28;5;210.2;5.6;193.9;1010.5;28;23;19.2;84.6;6.6;2.6;
2021-03-31;23;219.1;5.6;221.7;1011.9;27;22;18.5;87.1;6.6;2.6;
2021-04-30;5;221.6;4.5;28.1;1015.7;25.5;null;15.9;null;5.8;2.8;
2021-05-31;23;211.4;4.2;35.4;1015.5;20.8;null;8.7;null;8.3;2.7;
2021-06-30;23;115.3;6.3;97.5;1017;18.2;null;9.5;null;7.3;3;
2021-07-31;23;191.9;4.4;68.1;1018;18.3;null;7.3;null;9;2.4;
2021-08-31;5;129.2;6.6;135.9;1018.2;19.5;null;11.1;null;8.8;2.5;
2021-09-30;23;116.3;7.2;219.6;1014.7;20.9;null;13.9;null;8.3;3.4;
2021-10-31;5;239.8;4.5;78.8;1014.1;23.8;18;13.3;77.4;8.8;3.6;
2021-11-30;5;230.5;5.5;47.7;1011.6;26.2;20.7;16.4;75.5;8.5;3.8;
2021-12-31;5;271.5;4.9;34.5;1012;27.1;22.3;17.5;75.2;8;3.1;
2022-01-31;14;247.9;5.3;94.7;1009.6;31.4;null;20.2;78.2;5.8;2.5;
2022-02-28;23;234.9;4.5;88.8;1010;29.2;null;18.6;79.6;5.8;2.7;
2022-03-31;23;209.5;5.4;113.8;1011.5;27.1;20.7;16.5;81.1;6;2.9;
2022-04-30;23;191.6;5;152.4;1013.8;24.3;17.7;13.7;84.9;5.6;2.7;
2022-05-31;23;152.6;5.4;60.6;1015.6;19.5;null;10;87.8;7.5;2.4;
