Nome: BAGE
Codigo Estacao: 83980
Latitude: -31.30555555
Longitude: -54.11944443
Altitude: 245.66
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2012-10-31;5;181.7;6.2;238.4;984.1;23.4;18.9;14.7;76.8;7;3.2;
2012-11-30;5;275.7;4.1;63.8;984.7;27.8;22.1;16.6;65.1;7;3.2;
2012-12-31;5;250.3;5;197.4;980.9;29.4;24;18.6;68.1;7;2.8;
2013-01-31;5;283.7;4.1;175.8;985.2;27.8;22.6;17.1;68.2;7;2.9;
2013-02-28;5;224.9;5.3;119.8;983.8;27.6;22.4;18;75.2;7;3;
2013-03-31;14;244;4.5;38.7;986.2;24.7;19.3;14.4;71.5;9;3;
2013-04-30;5;229.3;3.5;129.6;987.3;23.8;17.9;13.5;74.5;7;2.4;
2013-05-31;32;142.6;6;156;987.2;18.7;13.9;10.5;79.6;7;2.4;
2013-06-30;32;168.9;5.3;77.3;988.3;17;11.9;8.2;82.1;7;2.1;
2013-07-31;32;190.5;4.8;53.7;990.6;17.2;11.9;7.9;77.9;7;2.6;
2013-08-31;5;160.9;5.5;116;990.6;16;10.8;6.8;75.9;9;3.1;
2013-09-30;5;176.2;5.4;177.2;987.6;20.7;15.3;11;76.2;7;3.4;
2013-10-31;5;232.1;5.5;233.1;987;22.4;17.2;12.4;76.2;7;2.8;
2013-11-30;5;224.4;4.6;235.7;984;25.5;20.6;15.7;74.3;7;3.3;
2013-12-31;5;314.8;3.1;41.7;981.6;31.1;24.7;18.3;63.4;7;2.8;
2014-01-31;5;224.6;5.7;267;983.4;30.4;25.1;20.5;70.8;9;2.8;
2014-02-28;5;220.9;5.9;257.9;984.4;29.3;24.1;20.5;76.4;7;2.9;
2014-03-31;5;245.6;4.7;214.8;985.3;25.1;20.1;15.9;74.7;7;2.5;
2014-04-30;5;180.2;5;62.5;988.2;22.9;18.1;14.6;77.2;7;2.3;
2014-05-31;5;164.7;5.9;42.3;988.2;19.3;14.4;11.1;83.1;7;1.7;
2014-06-30;14;132.2;5.8;113.4;988.7;17;12.4;9.3;82.7;9;2.3;
2014-07-31;5;172;5.2;271.9;990.5;18.6;13.1;9.4;83.8;7;2.2;
2014-08-31;5;215.5;4.1;61.7;988.9;20.3;14.1;9.7;74.4;7;2.4;
2014-09-30;5;152.8;6.1;184.9;986.1;21.1;16.2;12.3;80.7;7;2.9;
2014-10-31;5;196.3;6;275.6;986.6;24.4;19.5;15.2;76.6;7;3;
2014-11-30;14;237.3;4.4;130.2;984.2;26.8;21.2;16.1;69.8;7;3.1;
2014-12-31;5;216;5.6;199.3;983.1;27.7;22.5;18;71.7;7;2.4;
2015-01-31;5;232.4;5.7;162.3;984.5;28.6;23.3;18.9;74.5;7;2.2;
2015-02-28;5;242.8;4.9;87;984.5;28.6;23.3;18.8;73.9;7;2.7;
2015-03-31;5;253.6;4.5;27.5;986.1;28.2;22.3;17.7;69.2;5;2.2;
2015-04-30;5;245.5;3.1;17.1;987.9;26;19.3;14.6;68.3;7;1.8;
2015-05-31;5;186.4;4.9;131.7;989.3;21.1;15.8;12.5;78.3;7;2;
2015-06-30;32;159.6;5.2;192.7;989.8;18.4;13.6;10.4;80.3;7;2.2;
2015-07-31;5;127.5;6.5;254;989;17.6;13.1;9.9;84;7;2.1;
2015-08-31;5;140.8;6.8;168;986.2;22.3;17.4;14;79.6;9;3.6;
2015-09-30;14;164.1;6.4;266.5;985.6;19.6;14.7;11.1;76.8;9;3.2;
2015-10-31;14;160.6;7.1;407.6;986.4;21;16.4;12.6;80.9;7;3.4;
2015-11-30;14;176.3;5.8;104.1;984.1;23.8;19.3;15;76.5;7;3.1;
2015-12-31;5;181.7;6.1;224.4;982.9;27.3;22.6;18.5;76.6;9;2.7;
2016-01-31;5;239.7;4.8;75.4;983.2;29.6;24.6;20.1;71;7;2.7;
2016-02-29;5;247.6;4.8;89.3;983.5;30.7;25.1;20.6;70.9;7;2.3;
2016-03-31;14;175.1;6;223.3;987;25.3;20.7;17;78;7;2.3;
2016-04-30;5;78.4;7.7;367.9;985.3;22.8;19.3;16.8;86.3;7;3.4;
2016-05-31;14;118.1;6.9;81.2;991;16.7;12.4;9.3;84.7;5;1.7;
2016-06-30;0;160.1;5.1;29.1;992.5;15.5;10.3;6.8;80;7;1.5;
2016-07-31;5;126.5;6.7;115.2;988.6;16.5;12;8.9;82.8;9;2.2;
2016-08-31;5;167.4;5.2;98.9;988.4;20.2;14.2;10.3;77.2;7;2.4;
2016-09-30;14;198.3;5.3;54.8;989.8;19.4;14;9.4;78;9;2.9;
2016-10-31;5;182.9;6.1;106.6;986;23.4;18;13.3;74.9;7;3.2;
2016-11-30;14;255.3;4.7;80.6;985.1;26.4;20.6;14.7;63;7;2.9;
2016-12-31;5;239.4;5;98;982.4;29.8;24.2;18.3;63.1;7;3.2;
2017-01-31;5;235.9;5.3;196.9;983.5;29.7;24.5;19.7;72.2;7;2.6;
2017-02-28;5;203.9;5.6;138;982.8;29.5;24.7;20.5;75.2;7;1.9;
2017-03-31;5;244.5;4.2;248.7;986.3;27.4;21.6;16.5;73.1;7;3.2;
2017-04-30;5;185;4.7;198.8;987.1;23.4;18.2;14.4;75.1;7;2.9;
2017-05-31;5;104.6;6.9;259.5;987.5;20.3;16.3;13.1;83.8;9;2.2;
2017-06-30;5;142.2;5.2;121.8;988.4;19.6;14.5;10.9;80.9;7;2.8;
2017-07-31;5;192.3;4.3;33.1;992.5;21.5;15.8;11.7;73;7;3;
2017-08-31;5;161;5.5;185.7;987.9;21.4;15.3;11;77.9;7;3;
2017-09-30;5;105.8;7.1;222.3;988.5;23.1;18;14.2;81.4;7;3.5;
2017-10-31;5;167.6;6.4;297.7;984.2;22.9;17.5;13;72.7;7;3.5;
2017-11-30;5;280.6;3.5;30.4;984;26.4;19.8;13.8;62.1;7;3.2;
2017-12-31;5;271;3.9;55.1;982.5;31;24.5;18.4;60.6;7;3.1;
2018-01-31;5;252.2;4.7;56.6;982.9;30.8;24.9;19.2;64.9;7;3;
2018-02-28;5;266.3;3.9;47.5;984.6;30.7;24;17.8;60;7;2.7;
2018-03-31;5;246.1;4;140.2;983.8;28;21.7;16.3;65;7;2.4;
2018-04-30;5;178.3;5;106.3;987.4;28;22.1;18.1;77.5;7;2.6;
2018-05-31;5;122.9;6.1;109.8;989.1;20.6;16.1;13.2;81.2;7;2.3;
2018-06-30;32;131.7;5.5;81.2;989.6;16;10.9;7.4;81.9;7;2;
2018-07-31;32;93.8;7.3;168.6;989.6;16.1;11.6;8.5;84.6;7;3.2;
2018-08-31;5;117.8;5.3;153.2;990.4;17.3;11.8;7.6;80.4;7;2.7;
2018-09-30;14;123.7;6.5;230.9;986.3;22.4;17.3;13.6;81.6;7;3.4;
2018-10-31;14;220.5;4.9;205.5;986.4;23.2;17.6;12.5;71.5;7;3.1;
2018-11-30;5;232.9;4.5;102.8;984;27.8;22;16.8;65.9;7;3.3;
2018-12-31;5;233.9;4.8;114.1;983.9;28.5;22.9;17.5;70.1;7;2.7;
2019-01-31;5;176;6.5;445.1;984;29.5;24.4;20.3;80.9;7;2.8;
2019-02-28;14;226.7;4;60.2;984.6;29.3;23.5;18.4;69.8;7;2.4;
2019-03-31;14;215.9;4.3;20.7;986.6;27.8;21.2;15.8;70.8;7;2.7;
2019-04-30;14;171.2;5.1;122.4;986;25.5;19.2;14.7;76.6;7;3.1;
2019-05-31;14;107.2;6.7;126.4;987.5;21.1;16.1;12.6;83.8;7;2.2;
2019-06-30;5;152.6;5.8;25.4;987.9;22.6;16.2;11.8;80.6;7;2.9;
2019-07-31;32;165.2;5.1;163.4;989.9;17.1;11.4;7.3;79;7;2.2;
2019-08-31;14;188.9;4.3;108;991.6;19.4;12.5;7.3;76.9;7;3.2;
2019-09-30;14;232.3;3.7;96.6;988.3;22.1;14.9;8.4;71.4;7;2.7;
2019-10-31;14;164.2;6.6;376.8;985.8;24.2;18.4;13.6;75.7;9;3.5;
2019-11-30;14;241.8;4.6;123.8;983.7;28.4;21.8;15.3;69.1;7;3;
2019-12-31;5;278.5;3.7;34.8;982.7;31.3;23.6;16.1;61;7;2.8;
2020-01-31;5;276.8;4.2;157.5;982.2;30.5;23.5;16.7;63.8;7;2.6;
2020-02-29;5;268.2;2.9;33.1;984.3;30.2;22.8;15.9;61.4;7;3;
2020-03-31;5;273.2;3.3;12.8;985.8;32.3;23.7;16.9;62.7;7;2.7;
2020-04-30;5;213.1;4.2;77.2;988.2;25.9;18.2;12.2;65.4;7;2.8;
2020-05-31;32;168.8;4.1;154.3;988;21.3;14.6;9.5;null;7;2.2;
2020-06-30;5;null;6.3;null;987.3;19.3;14.7;10.8;null;7;2.2;
